gameid,team_blue,team_red,league,patch,pick_blue_1,pick_blue_2,pick_blue_3,pick_blue_4,pick_blue_5,pick_red_1,pick_red_2,pick_red_3,pick_red_4,pick_red_5,ban_blue_1,ban_blue_2,ban_blue_3,ban_blue_4,ban_blue_5,ban_red_1,ban_red_2,ban_red_3,ban_red_4,ban_red_5,result
LOLTMNT02_48145,Liberty,Fluxo,CBLOL,14.03,Renekton,Viego,Syndra,Senna,Nautilus,Twisted Fate,Jarvan IV,Taliyah,Lucian,Milio,Rumble,Vi,Kalista,Xin Zhao,Jax,Karma,K'Sante,Orianna,Olaf,Lee Sin,0
LOLTMNT04_28041,MAD Lions KOI,Team BDS,LEC,14.02,Karma,Vi,Akali,Kai'Sa,Renata Glasc,Lee Sin,Xin Zhao,Azir,Ezreal,Alistar,Kalista,Ashe,Maokai,Blitzcrank,Rakan,Senna,Twisted Fate,Varus,Nautilus,Rell,1
LOLTMNT02_48181,Vivo Keyd Stars,LOUD,CBLOL,14.03,Aatrox,Maokai,Orianna,Jinx,Tahm Kench,Olaf,Lee Sin,Azir,Smolder,Nautilus,Nocturne,Milio,Twisted Fate,Sejuani,K'Sante,Karma,Kalista,Ashe,Lucian,Rakan,0
LOLTMNT04_28042,Team BDS,MAD Lions KOI,LEC,14.02,Gragas,Xin Zhao,Azir,Ezreal,Rakan,K'Sante,Vi,Karma,Aphelios,Nautilus,Senna,Twisted Fate,Ivern,Gnar,Kai'Sa,Maokai,Kalista,Varus,Braum,Alistar,0
LOLTMNT02_48215,INTZ,paiN Gaming,CBLOL,14.03,Rumble,Xin Zhao,Orianna,Caitlyn,Nautilus,Udyr,Maokai,Hwei,Aphelios,Milio,Lucian,Varus,Kalista,Taliyah,Azir,Senna,Ashe,Karma,Vi,Nocturne,1
LOLTMNT04_28043,MAD Lions KOI,Team BDS,LEC,14.02,K'Sante,Brand,Azir,Xayah,Rell,Gragas,Xin Zhao,Corki,Aphelios,Rakan,Maokai,Kalista,Ezreal,Orianna,Karma,Senna,Ivern,Varus,Twisted Fate,Vi,0
LOLTMNT02_49102,Los Grandes,KaBuM! Esports,CBLOL,14.03,Rumble,Wukong,Hwei,Smolder,Nautilus,K'Sante,Jarvan IV,Orianna,Jinx,Maokai,Taliyah,Lucian,Twisted Fate,Nocturne,Tahm Kench,Ashe,Karma,Kalista,Azir,Vi,1
LOLTMNT02_48298,Area of Effect Esports,LiT Esports,NACL,14.03,Rumble,Sejuani,Yone,Smolder,Rakan,Darius,Xin Zhao,Seraphine,Tristana,Leona,Kindred,Maokai,Varus,Nautilus,Wukong,Ashe,Orianna,Senna,Akshan,Jax,0
LOLTMNT02_48317,LiT Esports,Area of Effect Esports,NACL,14.03,K'Sante,Maokai,Azir,Vayne,Nautilus,Udyr,Wukong,Orianna,Zeri,Braum,Kalista,Draven,Senna,Vi,Nocturne,Smolder,Kindred,Ashe,Varus,Xayah,1
LOLTMNT02_49166,Disguised,Cincinnati Fear,NACL,14.03,K'Sante,Nocturne,Orianna,Jhin,Ashe,Gwen,Maokai,Yone,Senna,Tahm Kench,Kalista,Karma,Varus,Tristana,Gnar,Twisted Fate,Seraphine,Smolder,Aatrox,Olaf,1
LOLTMNT02_48355,Disguised,Cincinnati Fear,NACL,14.03,Aatrox,Trundle,LeBlanc,Varus,Senna,Jayce,Sejuani,Taliyah,Lucian,Milio,Ashe,Karma,Kalista,Akali,Jax,Twisted Fate,Seraphine,Smolder,Vi,Azir,0
LOLTMNT02_48363,Disguised,Cincinnati Fear,NACL,14.03,Udyr,Wukong,Azir,Kalista,Renata Glasc,K'Sante,Rengar,Orianna,Xayah,Rakan,Ashe,Varus,Karma,Nocturne,Poppy,Twisted Fate,Seraphine,Smolder,Maokai,Vi,1
LOLTMNT02_49210,Wildcard Gaming,Maryville University,NACL,14.03,Udyr,Nocturne,Orianna,Varus,Nasus,K'Sante,Lee Sin,Hwei,Kalista,Renata Glasc,Taliyah,Azir,Draven,Vi,Xin Zhao,Senna,Ashe,Karma,Poppy,Nautilus,1
LOLTMNT02_49217,Wildcard Gaming,Maryville University,NACL,14.03,K'Sante,Xin Zhao,Karma,Smolder,Nautilus,Aatrox,Graves,Azir,Varus,Braum,Taliyah,Draven,Lucian,Pantheon,Gnar,Senna,Ashe,Kalista,Darius,Jarvan IV,1
LOLTMNT01_58693,BNK FEARX,T1,LCK,14.02,K'Sante,Lee Sin,Karma,Kalista,Renata Glasc,Aatrox,Rell,Orianna,Varus,Ezreal,Poppy,Ashe,Caitlyn,Hwei,Zyra,Senna,Nautilus,Lucian,Jarvan IV,Viego,1
LOLTMNT01_59546,BNK FEARX,T1,LCK,14.02,K'Sante,Lee Sin,Azir,Kalista,Alistar,Aatrox,Nocturne,Orianna,Varus,Neeko,Poppy,Ashe,Caitlyn,Renata Glasc,Rell,Senna,Nautilus,Lucian,Jarvan IV,Rakan,1
10756-10756_game_1,Ninjas in Pyjamas,Ultra Prime,LPL,14.02,Udyr,Wukong,Azir,Kalista,Renata Glasc,Jax,Maokai,Taliyah,Lucian,Milio,Karma,Lee Sin,Ashe,Tristana,LeBlanc,K'Sante,Poppy,Tahm Kench,Vi,Rell,0
10756-10756_game_2,Ultra Prime,Ninjas in Pyjamas,LPL,14.02,Gnar,Xin Zhao,Azir,Senna,Nautilus,K'Sante,Rell,Hwei,Lucian,Milio,Tahm Kench,Taliyah,Renata Glasc,Yone,Maokai,Karma,Lee Sin,Ashe,Jax,Vi,0
LOLTMNT01_59563,V3 Esports,Burning Core Toyama,LJL,14.02,Udyr,Viego,Karma,Lucian,Milio,Zac,Maokai,Yone,Ezreal,Ashe,Twisted Fate,Tristana,Varus,Orianna,Sion,Rumble,Neeko,Kalista,Xin Zhao,Jax,1
LOLTMNT01_59570,Nongshim RedForce,OKSavingsBank BRION,LCK,14.02,K'Sante,Viego,Hwei,Kalista,Nautilus,Poppy,Gragas,Tristana,Caitlyn,Ashe,Senna,Varus,Azir,Karma,Twisted Fate,Rakan,Lucian,Orianna,Sejuani,Rell,0
10756-10756_game_3,Ninjas in Pyjamas,Ultra Prime,LPL,14.02,Udyr,Sejuani,LeBlanc,Aphelios,Milio,Aatrox,Xin Zhao,Akali,Lucian,Nami,Karma,Senna,Ashe,Jax,K'Sante,Tahm Kench,Renata Glasc,Azir,Poppy,Vi,0
LOLTMNT01_58736,Burning Core Toyama,V3 Esports,LJL,14.02,Zac,Maokai,Yone,Ezreal,Hwei,Nocturne,Rell,Tristana,Varus,Nautilus,Rumble,Kalista,Neeko,Twisted Fate,Aatrox,Karma,Ashe,Orianna,Jayce,LeBlanc,1
LOLTMNT01_59591,Frank Esports,CTBC Flying Oyster,PCS,14.02,Aatrox,Brand,Karma,Xayah,Rell,K'Sante,Ivern,Tristana,Senna,Nautilus,Ashe,Rumble,Azir,Poppy,Taliyah,Maokai,Kalista,Orianna,Twisted Fate,Varus,1
10757-10757_game_1,Anyone's Legend,Oh My God,LPL,14.02,K'Sante,Xin Zhao,Corki,Senna,Tahm Kench,Udyr,Viego,Taliyah,Tristana,Rakan,Milio,Neeko,Twisted Fate,LeBlanc,Hwei,Kalista,Karma,Azir,Poppy,Orianna,1
LOLTMNT01_58738,OKSavingsBank BRION,Nongshim RedForce,LCK,14.02,Aatrox,Poppy,Azir,Xayah,Nautilus,Jax,Sejuani,Taliyah,Twisted Fate,Rell,Hwei,Kalista,Lucian,Rakan,Aphelios,Senna,Varus,Ashe,Ezreal,Jinx,1
10757-10757_game_2,Oh My God,Anyone's Legend,LPL,14.02,Jax,Lee Sin,Neeko,Aphelios,Lulu,K'Sante,Poppy,Azir,Lucian,Nami,Kalista,Karma,Varus,Maokai,Rell,Milio,Tristana,Senna,Viego,Udyr,1
LOLTMNT01_58756,CERBERUS Esports,MGN Vikings Esports,VCS,14.02,Olaf,Lee Sin,Neeko,Kalista,Nautilus,K'Sante,Rell,Hwei,Varus,Ashe,Tristana,Poppy,Karma,Azir,Aatrox,Twisted Fate,Senna,Orianna,Vi,Nocturne,1
LOLTMNT01_59617,AXIZ CREST,Fukuoka SoftBank HAWKS gaming,LJL,14.02,Udyr,Jarvan IV,Hwei,Lucian,Milio,K'Sante,Lee Sin,Viktor,Varus,Nautilus,Neeko,Ashe,Orianna,LeBlanc,Twisted Fate,Karma,Nocturne,Senna,Sejuani,Xin Zhao,1
LOLTMNT01_58761,Frank Esports,CTBC Flying Oyster,PCS,14.02,Gnar,Viego,Azir,Xayah,Leona,K'Sante,Lee Sin,Hwei,Senna,Nautilus,Ashe,Rumble,Tristana,Taliyah,Orianna,Maokai,Kalista,Rell,Brand,Poppy,0
10757-10757_game_3,Anyone's Legend,Oh My God,LPL,14.02,Aatrox,Rell,Karma,Lucian,Nami,K'Sante,Lee Sin,Twisted Fate,Samira,Maokai,Milio,Tristana,Udyr,Nautilus,Lulu,Kalista,Senna,Azir,Xin Zhao,Poppy,0
LOLTMNT01_59621,Fukuoka SoftBank HAWKS gaming,AXIZ CREST,LJL,14.02,Aatrox,Lee Sin,Hwei,Kalista,Rell,K'Sante,Xin Zhao,Azir,Varus,Alistar,Karma,Senna,Nocturne,Udyr,Nautilus,Neeko,Ashe,Orianna,Twisted Fate,Renata Glasc,0
LOLTMNT01_59620,MGN Vikings Esports,CERBERUS Esports,VCS,14.02,K'Sante,Lee Sin,Orianna,Lucian,Nami,Zac,Nocturne,Akali,Aphelios,Milio,Olaf,Neeko,Senna,LeBlanc,Gwen,Tristana,Ashe,Kalista,Jarvan IV,Vi,0
LOLTMNT01_59622,Frank Esports,CTBC Flying Oyster,PCS,14.02,Aatrox,Sejuani,Akali,Kalista,Rell,Gnar,Maokai,Taliyah,Varus,Renata Glasc,Ashe,Rumble,Azir,K'Sante,Tristana,Xayah,Leona,Nautilus,Brand,Orianna,1
LOLTMNT01_59634,DetonatioN FocusMe,QT DIG∞,LJL,14.02,K'Sante,Viego,Karma,Lucian,Nami,Gnar,Lee Sin,Lissandra,Senna,Nautilus,Varus,Rell,Kalista,Neeko,Twisted Fate,Orianna,Azir,Ashe,Poppy,Xin Zhao,0
LOLTMNT01_58775,Team Flash,Team Secret,VCS,14.02,Aatrox,Viego,Karma,Ezreal,Nautilus,K'Sante,Xin Zhao,Orianna,Xayah,Rakan,Nocturne,Ashe,Neeko,Caitlyn,Lucian,Kalista,Vi,Varus,Gnar,Senna,0
10758-10758_game_1,ThunderTalk Gaming,Rare Atom,LPL,14.02,K'Sante,Xin Zhao,Orianna,Senna,Nautilus,Darius,Jax,Neeko,Lucian,Milio,Vi,Varus,Kalista,Lee Sin,Jarvan IV,Ashe,Karma,Azir,Nocturne,Poppy,0
LOLTMNT01_59656,TALON,Deep Cross Gaming,PCS,14.02,K'Sante,Poppy,Hwei,Lucian,Milio,Aatrox,Lee Sin,Xerath,Caitlyn,Neeko,Vi,Ashe,Maokai,Viego,Nocturne,Orianna,Azir,Kalista,Tristana,Rell,1
LOLTMNT01_58795,QT DIG∞,DetonatioN FocusMe,LJL,14.02,Udyr,Lee Sin,Twisted Fate,Senna,Nautilus,Rumble,Poppy,Tristana,Lucian,Milio,Orianna,Azir,Ashe,K'Sante,Gwen,Karma,Kalista,Varus,Gnar,Aatrox,1
LOLTMNT01_58794,Team Secret,Team Flash,VCS,14.02,K'Sante,Vi,Ahri,Kalista,Renata Glasc,Gnar,Kindred,Orianna,Ezreal,Rakan,Twisted Fate,LeBlanc,Karma,Lee Sin,Xin Zhao,Nocturne,Ashe,Neeko,Akali,Taliyah,0
10758-10758_game_2,Rare Atom,ThunderTalk Gaming,LPL,14.02,Aatrox,Xin Zhao,Akali,Kalista,Renata Glasc,K'Sante,Lee Sin,Orianna,Senna,Nautilus,Azir,Karma,Vi,Poppy,Nocturne,Ashe,Jax,Draven,Sejuani,Jarvan IV,0
LOLTMNT01_59659,TALON,Deep Cross Gaming,PCS,14.02,Gnar,Maokai,Twisted Fate,Lucian,Milio,Aatrox,Lee Sin,Hwei,Varus,Karma,Vi,Ashe,Neeko,Caitlyn,Senna,Orianna,Azir,Kalista,Tristana,Yone,0
LOLTMNT01_59663,Team Secret,Team Flash,VCS,14.02,Jax,Vi,Orianna,Varus,Hwei,Aatrox,Lee Sin,Viktor,Xayah,Rell,Twisted Fate,LeBlanc,Karma,Xin Zhao,Nautilus,Nocturne,Ashe,Renata Glasc,Rakan,Alistar,0
10758-10758_game_3,ThunderTalk Gaming,Rare Atom,LPL,14.02,K'Sante,Lee Sin,Neeko,Senna,Nautilus,Aatrox,Jarvan IV,Orianna,Varus,Rell,Akali,Vi,Kalista,Renata Glasc,Jax,Ashe,Karma,Azir,Nocturne,Poppy,1
LOLTMNT01_59669,TALON,Deep Cross Gaming,PCS,14.02,Gnar,Maokai,Twisted Fate,Lucian,Milio,Aatrox,Lee Sin,Karma,Senna,Nautilus,Vi,Ashe,Neeko,Hwei,Caitlyn,Orianna,Azir,Kalista,Tristana,Yone,1
LOLTMNT02_48703,INTZ,Liberty,CBLOL,14.03,Udyr,Wukong,Karma,Xayah,Rakan,K'Sante,Viego,Orianna,Smolder,Nautilus,Azir,Ashe,Senna,Olaf,Darius,Caitlyn,Varus,Kalista,Vi,Xin Zhao,1
LOLTMNT04_28061,G2 Esports,MAD Lions KOI,LEC,14.02,Akali,Vi,Twisted Fate,Senna,Nautilus,Yasuo,Zac,Orianna,Varus,Rell,Renata Glasc,Azir,Xayah,Ivern,Tahm Kench,Kalista,Draven,Maokai,Neeko,LeBlanc,1
LOLTMNT04_28064,G2 Esports,MAD Lions KOI,LEC,14.02,K'Sante,Maokai,LeBlanc,Varus,Renata Glasc,Gnar,Zac,Azir,Senna,Nautilus,Twisted Fate,Tahm Kench,Rell,Ivern,Brand,Kalista,Draven,Vi,Viego,Lillia,0
LOLTMNT02_49563,FURIA,Fluxo,CBLOL,14.03,Aatrox,Nocturne,Orianna,Kai'Sa,Rell,Yone,Xin Zhao,Azir,Lucian,Milio,Kalista,Taliyah,Twisted Fate,K'Sante,Vi,Pyke,Karma,Senna,Rakan,Nautilus,1
LOLTMNT04_28065,MAD Lions KOI,G2 Esports,LEC,14.02,Rumble,Bel'Veth,Taliyah,Senna,Rell,Kennen,Viego,Azir,Varus,Nautilus,Kalista,Draven,Twisted Fate,Ivern,Brand,Vi,K'Sante,Maokai,Braum,Tahm Kench,1
LOLTMNT02_48804,paiN Gaming,RED Canids,CBLOL,14.03,Aatrox,Maokai,Hwei,Xayah,Rakan,K'Sante,Zac,Taliyah,Smolder,Tahm Kench,Karma,Twisted Fate,Nautilus,Rell,Sejuani,Ashe,Lucian,Kalista,Jinx,Milio,0
LOLTMNT04_28070,MAD Lions KOI,G2 Esports,LEC,14.02,Jayce,Rell,Taliyah,Varus,Alistar,Gragas,Lillia,Azir,Senna,Nautilus,Kalista,Draven,Twisted Fate,Yone,Zac,K'Sante,Vi,Maokai,Renata Glasc,Rumble,1
LOLTMNT02_48829,KaBuM! Esports,LOUD,CBLOL,14.03,Zac,Wukong,Karma,Jinx,Nautilus,Twisted Fate,Nocturne,Taliyah,Smolder,Rell,Vi,LeBlanc,Maokai,Jax,Olaf,Lucian,Kalista,Orianna,Udyr,Aatrox,0
LOLTMNT02_48859,Los Grandes,Vivo Keyd Stars,CBLOL,14.03,Jax,Sejuani,Karma,Kalista,Ashe,Gnar,Rell,Orianna,Varus,Rakan,Lucian,Twisted Fate,Maokai,Aatrox,Nautilus,Vi,Rumble,Wukong,Poppy,K'Sante,1
LOLTMNT02_48892,FlyQuest NZXT,LiT Esports,NACL,14.03,Olaf,Vi,Hwei,Varus,Rakan,K'Sante,Viego,Twisted Fate,Jhin,Maokai,Darius,Kindred,Seraphine,Mordekaiser,Xin Zhao,Orianna,Ashe,Kalista,Aatrox,Rumble,0
LOLTMNT02_48904,FlyQuest NZXT,LiT Esports,NACL,14.03,K'Sante,Trundle,Taliyah,Jhin,Rell,Garen,Xin Zhao,Karma,Varus,Rakan,Darius,Kindred,Seraphine,Mordekaiser,Alistar,Orianna,Ashe,Azir,Blitzcrank,Nautilus,0
LOLTMNT02_48915,Cincinnati Fear,Team Liquid Challengers,NACL,14.03,Gragas,Viego,Azir,Varus,Heimerdinger,Aatrox,Rell,Orianna,Kalista,Bard,Twisted Fate,Rumble,Ivern,Kennen,Nocturne,Seraphine,Karma,Ashe,K'Sante,Poppy,0
LOLTMNT02_48921,Team Liquid Challengers,Cincinnati Fear,NACL,14.03,K'Sante,Poppy,Aurelion Sol,Varus,Ashe,Gwen,Vi,Orianna,Kalista,Nautilus,Seraphine,Karma,Maokai,Nocturne,Olaf,Twisted Fate,Rumble,Ivern,Azir,Taliyah,0
LOLTMNT02_49729,Cincinnati Fear,Team Liquid Challengers,NACL,14.03,K'Sante,Graves,Hwei,Jhin,Maokai,Gnar,Lee Sin,Akali,Senna,Nautilus,Twisted Fate,Rumble,Ivern,Azir,Vi,Seraphine,Karma,Ashe,Rengar,Tristana,1
LOLTMNT02_48935,Supernova,Area of Effect Esports,NACL,14.03,K'Sante,Xin Zhao,Karma,Xayah,Rakan,Aatrox,Sejuani,Taliyah,Senna,Nautilus,Udyr,Orianna,Rumble,Trundle,Viego,Varus,Maokai,Ashe,Smolder,Kalista,0
LOLTMNT02_49745,Area of Effect Esports,Supernova,NACL,14.03,Jax,Rell,Orianna,Kalista,Renata Glasc,Gragas,Vi,Taliyah,Ezreal,Hwei,Varus,Maokai,Poppy,Jhin,Caitlyn,Rumble,Udyr,Ashe,K'Sante,Nocturne,0
LOLTMNT02_49751,Supernova,Area of Effect Esports,NACL,14.03,Rumble,Viego,Twisted Fate,Smolder,Nautilus,Yone,Vi,Hwei,Xayah,Rakan,Udyr,Karma,K'Sante,Viktor,Ahri,Varus,Ashe,Maokai,Poppy,Kindred,0
LOLTMNT02_49779,Gen.G Global Academy,Dplus KIA Challengers,LCKC,14.03,Udyr,Poppy,Taliyah,Smolder,Rell,Jax,Lee Sin,Kassadin,Varus,Nautilus,Kalista,Orianna,Lucian,Sejuani,Azir,Senna,K'Sante,Ashe,Akali,Karma,1
LOLTMNT02_48979,Gen.G Global Academy,Dplus KIA Challengers,LCKC,14.03,Jax,Rell,Sylas,Smolder,Nautilus,Illaoi,Sejuani,Yone,Zeri,Leona,Kalista,Orianna,Lucian,Rakan,Alistar,Senna,Ashe,K'Sante,Akali,Taliyah,1
LOLTMNT02_49819,Dire Wolves,Kanga Esports,LCO,14.03,Renekton,Brand,Ahri,Senna,Nautilus,Aatrox,Xin Zhao,Taliyah,Varus,Tahm Kench,Ezreal,Udyr,Renata Glasc,Riven,Vi,Orianna,Ashe,Karma,Syndra,LeBlanc,1
LOLTMNT02_50014,KT Rolster Challengers,DN Freecs Challengers,LCKC,14.03,Aatrox,Rell,Taliyah,Kalista,Renata Glasc,K'Sante,Xin Zhao,Hwei,Senna,Tahm Kench,Azir,Orianna,Karma,Olaf,Udyr,Ashe,Twisted Fate,Vi,Rumble,Jax,0
LOLTMNT02_50021,Dire Wolves,Kanga Esports,LCO,14.03,Udyr,Viego,Syndra,Aphelios,Milio,Riven,Vi,Taliyah,Senna,Tahm Kench,Ezreal,Varus,Kalista,Gragas,Nautilus,Orianna,Ashe,Karma,Bel'Veth,Lee Sin,1
LOLTMNT02_49822,DN Freecs Challengers,KT Rolster Challengers,LCKC,14.03,Yone,Sejuani,Taliyah,Smolder,Nautilus,Aatrox,Rell,Sylas,Varus,Zyra,Kalista,Vi,Twisted Fate,Hwei,Renata Glasc,Azir,Orianna,Ashe,K'Sante,Viego,0
LOLTMNT02_49826,Team Bliss,FURY Global,LCO,14.03,Jax,Lee Sin,Azir,Ezreal,Ashe,Rumble,Jarvan IV,Karma,Senna,Nautilus,Bel'Veth,Aurelion Sol,Smolder,Xin Zhao,Viego,Orianna,K'Sante,Varus,Vi,Kindred,0
10759-10759_game_1,JD Gaming,LGD Gaming,LPL,14.02,Aatrox,Sejuani,Taliyah,Varus,Renata Glasc,Udyr,Graves,Azir,Senna,Nautilus,LeBlanc,Karma,Ashe,Maokai,Rell,Kalista,Lucian,Vi,Lee Sin,Xin Zhao,1
LOLTMNT02_49827,KT Rolster Challengers,DN Freecs Challengers,LCKC,14.03,Aatrox,Rell,Orianna,Xayah,Rakan,K'Sante,Poppy,Viktor,Varus,Nautilus,Azir,Smolder,Karma,Sylas,Sejuani,Ashe,Twisted Fate,Kalista,Vi,Gnar,0
LOLTMNT02_49832,Team Bliss,FURY Global,LCO,14.03,Udyr,Kindred,Karma,Kalista,Renata Glasc,Gwen,Vi,Syndra,Senna,Nautilus,Bel'Veth,Aurelion Sol,Smolder,Jarvan IV,Xin Zhao,Orianna,K'Sante,Varus,Ornn,Nocturne,0
10759-10759_game_2,LGD Gaming,JD Gaming,LPL,14.02,Aatrox,Rell,Azir,Draven,Maokai,K'Sante,Xin Zhao,Neeko,Kalista,Rakan,Lucian,Vi,Renata Glasc,Alistar,Orianna,Karma,Senna,Ashe,Nautilus,Udyr,1
LOLTMNT02_49854,BNK FEARX Youth,Nongshim Esports Academy,LCKC,14.03,Aatrox,Lee Sin,Azir,Smolder,Nautilus,K'Sante,Maokai,Taliyah,Aphelios,Milio,Vi,Varus,Zeri,Tristana,Orianna,Karma,Kalista,Ashe,Rell,Poppy,1
10759-10759_game_3,JD Gaming,LGD Gaming,LPL,14.02,Aatrox,Lee Sin,Neeko,Varus,Maokai,Yone,Xin Zhao,Azir,Ezreal,Rakan,Senna,Ashe,Karma,Bard,Udyr,Lucian,Kalista,Renata Glasc,K'Sante,Nautilus,0
10760-10760_game_1,EDward Gaming,Team WE,LPL,14.02,Udyr,Lee Sin,Hwei,Varus,Nautilus,Gnar,Rell,Karma,Xayah,Rakan,Azir,Darius,Ezreal,Vi,Xin Zhao,K'Sante,Kalista,Ashe,Orianna,Tristana,1
LOLTMNT02_49876,Nongshim Esports Academy,BNK FEARX Youth,LCKC,14.03,Aatrox,Sejuani,Azir,Senna,Nautilus,K'Sante,Viego,Hwei,Varus,Rell,Ashe,Kalista,Renata Glasc,Poppy,Vi,Karma,Taliyah,Maokai,Lucian,Zeri,0
10760-10760_game_2,Team WE,EDward Gaming,LPL,14.02,K'Sante,Rell,Karma,Xayah,Nautilus,Aatrox,Trundle,Hwei,Lucian,Milio,Kalista,Ashe,Varus,Xin Zhao,Lee Sin,Azir,Rakan,Senna,Vi,Corki,0
LOLTMNT02_50165,Europe Saviors Club,BRUTE,HM,14.03,K'Sante,Maokai,Azir,Senna,Nautilus,Rumble,Jarvan IV,LeBlanc,Lucian,Milio,Ashe,Kalista,Varus,Xin Zhao,Zac,Bard,Hwei,Karma,Vi,Poppy,1
LOLTMNT02_49982,Dynamo Eclot,Entropiq,HM,14.03,Zac,Xin Zhao,Azir,Kalista,Nautilus,Aatrox,Poppy,Orianna,Aphelios,Renata Glasc,Rumble,Ashe,Vi,Gwen,Milio,Irelia,Maokai,Varus,Blitzcrank,Jarvan IV,1
LOLTMNT02_50209,Team UNiTY,GLORE,HM,14.03,Sion,Xin Zhao,Hwei,Smolder,Bard,Camille,Viego,Azir,Ashe,Rell,Draven,Orianna,Kalista,Nautilus,Ezreal,Karma,Maokai,Varus,Ornn,Malphite,1
LOLTMNT02_51060,OGC Sigma Esports,eSuba,HM,14.03,Aatrox,Gragas,Karma,Senna,Braum,K'Sante,Vi,Orianna,Kai'Sa,Maokai,Rumble,Twisted Fate,Brand,Blitzcrank,Azir,Varus,Kalista,Ashe,Xin Zhao,Seraphine,0
LOLTMNT02_51112,RED Academy,Los Grandes Academy,CBLOLA,14.03,K'Sante,Sejuani,Taliyah,Smolder,Tahm Kench,Gwen,Viego,Azir,Senna,Nautilus,Rell,Varus,Kalista,Maokai,Twisted Fate,Karma,Rumble,Ashe,Orianna,Sylas,0
LOLTMNT02_51147,Vivo Keyd Stars Academy,Liberty Academy,CBLOLA,14.03,Rumble,Nocturne,LeBlanc,Senna,Maokai,Twisted Fate,Rell,Taliyah,Kalista,Nautilus,Vladimir,Draven,Milio,K'Sante,Tristana,Ashe,Karma,Orianna,Varus,Renata Glasc,0
LOLTMNT02_51173,LOUD Academy,INTZ Academy,CBLOLA,14.03,Olaf,Sejuani,Orianna,Smolder,Rell,Illaoi,Lee Sin,Hwei,Senna,Nautilus,Ashe,Karma,Varus,Akali,LeBlanc,Kalista,Azir,Nocturne,Twisted Fate,Vi,0
LOLTMNT02_50383,XV eSports,Fluxo Academy,CBLOLA,14.03,Jax,Sejuani,Azir,Jinx,Nautilus,Aatrox,Maokai,Tristana,Smolder,Leona,Lucian,Kalista,Ashe,K'Sante,Rumble,Karma,Milio,Nocturne,Poppy,Vi,1
LOLTMNT02_51206,paiN Gaming Academy,Flamengo Academy,CBLOLA,14.03,Aatrox,Viego,Azir,Senna,Maokai,Gnar,Sejuani,Orianna,Smolder,Nautilus,Lucian,Aphelios,Rell,Nocturne,Vi,Karma,Caitlyn,Kalista,Tahm Kench,K'Sante,0
LOLTMNT02_51217,KaBuM! Academy,FURIA Youth,CBLOLA,14.03,Jax,Sejuani,Orianna,Kalista,Nautilus,K'Sante,Viego,Karma,Varus,Alistar,LeBlanc,Senna,Nocturne,Xin Zhao,Vi,Milio,Ashe,Lee Sin,Garen,Rumble,0
LOLTMNT02_51300,Ground Zero Gaming,Dire Wolves,LCO,14.03,Udyr,Nocturne,Orianna,Smolder,Nautilus,Sion,Graves,Karma,Ezreal,Ashe,Riven,Milio,Lucian,Renata Glasc,Braum,Twisted Fate,Kalista,Varus,Gragas,Bard,0
LOLTMNT02_51327,Dire Wolves,Ground Zero Gaming,LCO,14.03,K'Sante,Nocturne,Orianna,Caitlyn,Lissandra,Zac,Xin Zhao,Hwei,Smolder,Rakan,Udyr,Twisted Fate,Ashe,Nautilus,Gnar,Riven,Milio,Kalista,Varus,Lucian,1
LOLTMNT02_50509,OKSavingsBank BRION Challengers,T1 Esports Academy,LCKC,14.03,K'Sante,Rell,Taliyah,Kalista,Renata Glasc,Aatrox,Maokai,Jayce,Lucian,Milio,Ashe,Orianna,Senna,Rumble,Tristana,Azir,Karma,Nautilus,Vi,Poppy,0
LOLTMNT02_50526,T1 Esports Academy,OKSavingsBank BRION Challengers,LCKC,14.03,Rumble,Maokai,Tristana,Caitlyn,Karma,K'Sante,Poppy,Azir,Ezreal,Bard,Vi,Taliyah,Kalista,Nautilus,Milio,Senna,Orianna,Ashe,Varus,Lucian,0
LOLTMNT02_51348,MAMMOTH,ION Global Esports,LCO,14.03,Aatrox,Nocturne,Orianna,Varus,Hwei,Camille,Jarvan IV,Akali,Caitlyn,Ashe,,Yone,Karma,K'Sante,Maokai,Udyr,Kalista,Zoe,Blitzcrank,Nautilus,1
10761-10761_game_1,FunPlus Phoenix,LNG Esports,LPL,14.02,Aatrox,Lee Sin,Neeko,Ezreal,Ashe,Yone,Xin Zhao,Azir,Senna,Maokai,Nautilus,Varus,Draven,Poppy,Bel'Veth,Karma,Twisted Fate,Kalista,K'Sante,Jax,1
LOLTMNT02_50538,MAMMOTH,ION Global Esports,LCO,14.03,K'Sante,Viego,LeBlanc,Caitlyn,Ashe,Twisted Fate,Jarvan IV,Azir,Varus,Karma,,Yone,Orianna,Maokai,Vi,Udyr,Kalista,Zoe,Lee Sin,Kindred,1
LOLTMNT02_51362,OKSavingsBank BRION Challengers,T1 Esports Academy,LCKC,14.03,Twisted Fate,Maokai,Hwei,Ezreal,Karma,K'Sante,Sejuani,Yone,Lucian,Milio,Ashe,Orianna,Senna,Vi,Tristana,Taliyah,Nautilus,Kalista,Azir,Jayce,0
10761-10761_game_2,LNG Esports,FunPlus Phoenix,LPL,14.02,Rumble,Rell,Tristana,Varus,Milio,K'Sante,Kindred,Neeko,Kalista,Senna,Twisted Fate,Renata Glasc,Azir,Orianna,Hwei,Ashe,Nautilus,Karma,Maokai,Brand,1
